9	1	9	636
9	9	9	642
9	9	9	645
9	9	9	648
9	9	9	649
9	9	9	652
9	9	9	653
9	9	9	654
9	9	9	655
9	9	9	656
9	9	9	656
9	9	9	657
9	9	9	658
9	9	9	659
9	9	9	660
9	9	9	661
9	9	9	662
9	9	9	663
9	9	9	664
9	1	9	665
9	9	9	665
9	9	9	666
9	9	9	667
9	9	9	668
9	1	9	669
9	1	9	670
9	9	9	689
9	9	9	690
9	9	9	700
9	9	9	704
9	1	9	705
9	9	9	708
9	9	9	715
9	9	9	716
9	9	9	716
9	9	9	719
9	9	9	720
9	9	9	721
9	9	9	722
9	9	9	722
9	9	9	724
9	9	9	725
9	9	9	725
9	9	9	726
9	9	9	727
9	9	9	728
9	9	9	730
9	9	9	731
9	9	9	733
9	9	9	735
9	9	9	736
9	9	9	737
9	9	9	738
9	9	9	740
9	9	9	741
9	9	9	743
9	9	9	744
9	9	9	749
9	9	9	750
9	9	9	752
9	9	9	753
9	9	9	756
9	9	9	762
9	9	9	765
9	9	9	768
9	9	9	770
9	9	9	772
9	9	9	773
9	9	9	775
9	9	9	776
9	9	9	776
9	9	9	780
9	9	9	781
9	9	9	782
9	9	9	783
9	9	9	784
9	9	9	791
9	9	9	794
9	9	9	795
9	9	9	799
9	1	9	800
9	9	9	810
9	9	9	820
9	1	9	824
9	9	9	825
9	9	9	841
9	9	9	844
9	9	9	847
9	9	9	858
9	9	9	862
9	1	9	863
9	9	9	873
9	9	9	882
9	9	9	886
9	1	9	887
9	9	9	899
9	9	9	904
9	9	9	915
9	9	9	916
9	9	9	919
9	9	9	920
9	1	9	921
9	9	9	931
9	9	9	931
9	9	9	936
9	9	9	937
9	9	9	937
9	9	9	938
9	9	9	946
9	9	9	950
9	9	9	950
9	9	9	951
9	9	9	956
9	9	9	959
1	9	9	968
9	9	9	969
9	9	9	972
9	9	9	973
9	1	9	973
9	9	9	974
9	9	9	984
9	9	9	989
9	9	9	990
9	9	9	991
9	9	9	992
9	9	9	1001
9	9	9	1001
9	9	9	1005
9	9	9	1005
9	9	9	1006
9	1	9	1006
9	9	9	1015
9	9	9	1018
9	9	9	1020
9	9	9	1025
9	9	9	1028
9	9	9	1032
9	9	9	1033
9	9	9	1035
9	9	9	1036
9	9	9	1045
9	9	9	1049
9	9	9	1050
9	9	9	1051
9	9	9	1059
9	9	9	1060
9	9	9	1063
9	9	9	1086
9	9	9	1087
9	9	9	1090
9	9	9	1093
9	9	9	1093
9	9	9	1096
9	9	9	1096
9	9	9	1107
9	9	9	1111
9	9	9	1114
9	9	9	1118
9	9	9	1119
9	9	9	1120
9	9	9	1126
9	9	9	1130
9	1	9	1131
9	9	9	1142
9	9	9	1166
9	9	9	1167
9	9	9	1170
9	9	9	1176
9	9	9	1261
9	1	9	1264
9	9	9	1266
9	1	9	1267
9	9	9	1278
9	9	9	1281
9	9	1	1305
9	1	9	1309
9	9	9	1310
9	9	1	1325
9	9	9	1342
9	9	9	1344
9	9	9	1354
9	9	9	1450
9	9	9	1540
9	9	9	1541
